,rated,turns,victory_status,winner,white_rating,black_rating,opening_eco,opening_ply,total_second
168,1,111.0,1,2,1288.0,1232.0,83,3.0,0.0
169,1,28.0,3,0,1289.0,2108.0,226,9.0,0.0
170,0,101.0,2,2,1431.0,1289.0,173,6.0,0.0
171,0,15.0,1,2,1806.0,1289.0,196,7.0,0.0
172,0,42.0,3,2,1289.0,1311.0,192,5.0,0.0
173,0,118.0,3,0,1431.0,1289.0,36,3.0,0.0
174,0,34.0,3,0,1289.0,1484.0,201,6.0,0.0
175,0,60.0,3,0,1289.0,1810.0,38,5.0,0.0
176,0,66.0,3,0,1806.0,1289.0,195,5.0,0.0
177,0,21.0,2,2,1289.0,1500.0,192,5.0,0.0
178,1,73.0,1,2,1409.0,1297.0,221,8.0,0.0
179,0,74.0,3,2,1280.0,1211.0,72,4.0,0.0
180,0,28.0,1,0,1211.0,1280.0,0,3.0,0.0
181,1,112.0,1,0,1281.0,1765.0,192,6.0,0.0
182,1,104.0,3,0,1288.0,1454.0,193,4.0,0.0
183,1,40.0,1,0,1560.0,1270.0,246,5.0,0.0
184,1,44.0,1,0,1274.0,1534.0,96,4.0,0.0
185,1,60.0,1,0,1614.0,1238.0,241,5.0,0.0
186,1,88.0,2,0,1222.0,1732.0,101,7.0,0.0
187,1,135.0,1,2,1590.0,1600.0,21,5.0,0.0
188,1,137.0,0,1,1568.0,1617.0,201,5.0,0.0
189,1,97.0,2,2,1500.0,1358.0,197,6.0,0.0
190,0,33.0,3,0,1384.0,1325.0,78,2.0,0.0
191,0,29.0,3,0,1384.0,1265.0,6,3.0,0.0
192,0,55.0,3,0,1384.0,1950.0,4,2.0,0.0
193,1,91.0,3,2,1377.0,1249.0,72,4.0,0.0
194,1,53.0,3,2,1375.0,1389.0,171,4.0,0.0
195,1,49.0,1,2,1378.0,1361.0,192,5.0,0.0
196,1,48.0,1,0,1261.0,1371.0,78,4.0,0.0
197,1,20.0,3,0,1380.0,1429.0,99,4.0,0.0
198,1,87.0,1,2,1369.0,1368.0,193,6.0,0.0
199,1,11.0,3,2,1290.0,1371.0,226,9.0,0.0
200,1,110.0,0,1,1372.0,1326.0,71,2.0,0.0
201,1,24.0,3,2,1361.0,1383.0,0,1.0,0.0
202,1,23.0,3,2,1217.0,1399.0,21,4.0,0.0
203,1,81.0,1,2,1387.0,1447.0,211,5.0,0.0
204,0,34.0,3,0,1474.0,1387.0,72,2.0,0.0
205,1,103.0,1,2,1377.0,1351.0,192,4.0,0.0
206,1,29.0,3,0,1389.0,1339.0,191,4.0,0.0
207,0,22.0,3,0,1389.0,1400.0,192,4.0,0.0
208,0,38.0,3,2,1849.0,1389.0,195,5.0,0.0
209,1,46.0,1,0,1395.0,1378.0,201,9.0,0.0
210,1,23.0,2,2,1370.0,1257.0,212,6.0,0.0
211,1,31.0,3,2,1360.0,1332.0,71,5.0,0.0
212,0,51.0,3,2,1311.0,1360.0,172,4.0,0.0
213,0,87.0,1,2,1714.0,1360.0,215,6.0,0.0
214,1,31.0,1,2,1354.0,1217.0,201,5.0,0.0
215,1,38.0,3,0,1245.0,1346.0,258,5.0,0.0
216,0,43.0,3,2,1346.0,1099.0,206,6.0,0.0
217,1,105.0,3,2,1336.0,1287.0,7,4.0,0.0
218,0,87.0,2,2,1580.0,1555.0,10,2.0,0.0
219,0,36.0,1,0,1555.0,1580.0,108,6.0,0.0
220,1,38.0,3,0,1649.0,1547.0,154,6.0,0.0
221,1,110.0,3,0,1426.0,1527.0,152,3.0,0.0
222,1,48.0,3,0,1557.0,1547.0,221,8.0,0.0
223,0,70.0,1,0,1607.0,1557.0,2,1.0,0.0
224,0,42.0,3,2,1557.0,1632.0,101,7.0,0.0
225,1,114.0,1,0,1713.0,1558.0,0,2.0,0.0
226,1,57.0,3,2,1497.0,1730.0,71,2.0,0.0
227,0,82.0,0,1,1516.0,1552.0,3,2.0,0.0
228,1,29.0,1,2,1513.0,1456.0,121,5.0,0.0
229,1,70.0,3,0,1355.0,1478.0,206,7.0,0.0
230,1,97.0,1,2,1638.0,1614.0,206,6.0,0.0
231,0,74.0,3,0,1865.0,1613.0,242,5.0,0.0
232,1,48.0,1,0,1776.0,1587.0,239,2.0,0.0
233,1,77.0,1,2,1568.0,1593.0,162,6.0,0.0
234,1,80.0,3,0,1605.0,1546.0,72,6.0,0.0
235,1,35.0,3,2,1518.0,1709.0,71,5.0,0.0
236,1,33.0,3,2,1728.0,1527.0,265,8.0,0.0
237,1,87.0,1,2,1515.0,1379.0,72,4.0,0.0
238,1,40.0,3,0,1538.0,1501.0,77,4.0,0.0
239,1,54.0,3,0,1511.0,1516.0,264,4.0,0.0
240,1,67.0,3,0,1464.0,1495.0,220,9.0,0.0
241,1,21.0,1,2,1470.0,1475.0,191,4.0,0.0
242,1,14.0,1,0,1490.0,1440.0,201,6.0,0.0
243,1,72.0,2,0,1611.0,1945.0,319,8.0,0.0
244,1,62.0,3,0,1584.0,1611.0,29,5.0,0.0
245,1,48.0,3,0,1942.0,1611.0,0,1.0,0.0
246,1,6.0,2,0,1217.0,1611.0,197,6.0,0.0
247,1,72.0,3,2,1611.0,1478.0,96,4.0,0.0
248,1,40.0,1,0,1486.0,1552.0,195,5.0,0.0
249,1,29.0,1,2,1453.0,1496.0,77,2.0,0.0
250,1,44.0,3,2,1340.0,1326.0,36,2.0,0.0
251,1,59.0,1,2,1532.0,1500.0,152,3.0,0.0
252,1,115.0,3,2,1560.0,1557.0,185,6.0,0.0
253,1,70.0,3,0,1571.0,1577.0,3,2.0,0.0
254,1,36.0,3,0,1580.0,1617.0,3,2.0,0.0
255,1,83.0,3,2,1531.0,1593.0,197,7.0,0.0
256,1,99.0,0,1,1449.0,1597.0,199,9.0,0.0
257,1,89.0,3,2,1604.0,1614.0,199,8.0,0.0
258,1,96.0,3,0,1550.0,1605.0,239,3.0,0.0
259,0,116.0,1,0,1630.0,1605.0,193,8.0,0.0
260,0,78.0,1,0,1475.0,1605.0,0,1.0,0.0
261,0,77.0,1,2,1605.0,1475.0,2,1.0,0.0
262,0,70.0,1,0,1475.0,1605.0,171,3.0,0.0
263,0,27.0,3,2,1570.0,1605.0,193,7.0,0.0
264,0,102.0,3,0,1605.0,1500.0,2,1.0,0.0
265,0,21.0,3,2,1500.0,1605.0,198,9.0,0.0
266,0,33.0,3,2,1605.0,1500.0,2,1.0,0.0
267,0,74.0,3,0,1513.0,1605.0,193,5.0,0.0
268,1,65.0,3,2,1790.0,1874.0,0,1.0,0.0
269,1,81.0,3,2,1864.0,1805.0,94,5.0,0.0
270,1,45.0,3,0,1496.0,1861.0,41,3.0,0.0
271,1,52.0,3,2,1851.0,1853.0,218,8.0,0.0
272,1,51.0,3,2,1861.0,1863.0,82,4.0,0.0
273,1,48.0,0,1,1618.0,1609.0,152,3.0,0.0
274,1,20.0,3,0,1620.0,1607.0,0,1.0,0.0
275,1,50.0,1,0,1621.0,1496.0,99,5.0,0.0
276,1,98.0,3,0,1633.0,1581.0,192,5.0,0.0
277,1,106.0,1,0,1623.0,1623.0,211,6.0,0.0
278,1,19.0,3,2,1612.0,1614.0,201,5.0,0.0
279,1,22.0,3,2,1605.0,1624.0,201,8.0,0.0
280,1,114.0,0,1,1693.0,1621.0,343,4.0,0.0
281,1,69.0,3,0,1631.0,1684.0,117,4.0,0.0
282,1,34.0,1,0,1636.0,1619.0,204,8.0,0.0
283,1,40.0,1,0,1613.0,1617.0,208,8.0,0.0
284,1,108.0,3,0,1627.0,1495.0,201,6.0,0.0
285,1,27.0,3,2,1480.0,1643.0,174,3.0,0.0
286,1,63.0,3,2,1631.0,1652.0,99,5.0,0.0
287,1,31.0,3,2,1687.0,1641.0,195,5.0,0.0
288,1,71.0,3,2,1630.0,1638.0,206,6.0,0.0
289,1,47.0,1,2,1619.0,1419.0,208,7.0,0.0
290,1,56.0,3,0,1629.0,1659.0,193,5.0,0.0
291,1,48.0,3,2,1649.0,1639.0,174,3.0,0.0
292,1,124.0,3,0,1677.0,1627.0,0,1.0,0.0
293,1,49.0,1,2,1705.0,1636.0,196,8.0,0.0
294,1,29.0,3,2,1637.0,1627.0,204,7.0,0.0
295,1,96.0,3,0,1602.0,1615.0,185,6.0,0.0
296,1,92.0,3,0,1634.0,1603.0,174,3.0,0.0
297,1,40.0,1,0,1611.0,1591.0,201,9.0,0.0
298,1,129.0,1,2,1995.0,1581.0,5,4.0,0.0
299,1,120.0,1,0,1589.0,1569.0,303,9.0,0.0
300,1,71.0,0,1,1570.0,1555.0,206,6.0,0.0
301,1,97.0,1,2,1559.0,1557.0,152,3.0,0.0
302,1,60.0,3,2,1546.0,1571.0,41,2.0,0.0
303,1,57.0,3,2,1550.0,1567.0,91,6.0,0.0
304,1,38.0,3,2,1560.0,1419.0,83,5.0,0.0
305,1,111.0,3,2,1840.0,1564.0,196,8.0,0.0
306,1,119.0,3,0,1660.0,1549.0,45,4.0,0.0
307,1,33.0,1,2,1534.0,1678.0,192,5.0,0.0
308,1,32.0,3,2,1789.0,1538.0,311,6.0,0.0
309,1,96.0,3,0,1841.0,1921.0,173,8.0,0.0
310,1,92.0,0,1,1926.0,1737.0,4,2.0,0.0
311,1,64.0,3,0,1629.0,1887.0,239,3.0,0.0
312,1,10.0,3,0,1860.0,1712.0,188,7.0,0.0
313,1,85.0,3,2,1500.0,1568.0,9,4.0,0.0
314,1,40.0,3,0,1780.0,2132.0,144,10.0,0.0
315,1,58.0,3,0,966.0,1124.0,72,2.0,0.0
316,1,26.0,2,0,884.0,951.0,1,2.0,0.0
317,1,4.0,2,0,945.0,1070.0,191,3.0,0.0
318,1,118.0,1,0,971.0,1149.0,71,3.0,0.0
319,1,11.0,1,2,1238.0,985.0,0,1.0,0.0
320,1,95.0,1,2,1107.0,961.0,71,4.0,0.0
321,1,37.0,3,0,974.0,1129.0,239,3.0,0.0
322,1,80.0,2,0,998.0,937.0,152,5.0,0.0
323,1,78.0,3,0,1016.0,1126.0,0,1.0,0.0
324,1,89.0,2,1,1025.0,1153.0,153,4.0,0.0
325,1,42.0,1,0,1047.0,1151.0,241,4.0,0.0
326,1,8.0,2,0,998.0,1016.0,195,6.0,0.0
327,1,101.0,2,2,1127.0,1044.0,171,3.0,0.0
328,1,65.0,2,2,1020.0,1200.0,241,3.0,0.0
329,1,60.0,1,0,1069.0,1071.0,241,4.0,0.0
330,1,71.0,0,1,1071.0,1068.0,239,3.0,0.0
331,1,44.0,3,0,1115.0,1223.0,240,4.0,0.0
332,1,20.0,3,0,1190.0,1213.0,240,4.0,0.0
333,1,41.0,3,2,1337.0,1337.0,191,3.0,0.0
334,1,40.0,3,0,1500.0,1500.0,72,2.0,0.0
335,1,27.0,3,2,1500.0,1571.0,192,7.0,0.0
336,1,59.0,3,0,1367.0,1866.0,0,1.0,0.0
337,1,19.0,1,2,1590.0,1373.0,71,2.0,0.0
338,1,50.0,1,0,1377.0,1667.0,0,1.0,0.0
339,1,15.0,1,2,1476.0,1367.0,71,2.0,0.0
340,1,52.0,3,0,1376.0,1469.0,0,1.0,0.0
341,1,65.0,1,2,1460.0,1386.0,71,2.0,0.0
342,1,67.0,3,2,1372.0,1408.0,192,5.0,0.0
343,1,31.0,3,0,1373.0,2148.0,108,4.0,0.0
344,0,130.0,1,0,1500.0,1395.0,152,2.0,0.0
345,1,125.0,1,2,1382.0,1414.0,153,5.0,0.0
346,1,76.0,3,0,1320.0,1400.0,152,3.0,0.0
347,0,53.0,3,2,1383.0,1242.0,241,3.0,0.0
348,1,116.0,2,0,1469.0,1357.0,154,9.0,0.0
349,0,47.0,3,2,959.0,1357.0,0,4.0,0.0
350,0,76.0,1,0,959.0,1357.0,0,4.0,0.0
351,1,110.0,0,1,1588.0,1691.0,201,8.0,0.0
352,1,67.0,1,2,1541.0,1586.0,103,9.0,0.0
353,1,17.0,3,2,1517.0,1320.0,191,4.0,0.0
354,1,94.0,3,0,1563.0,1498.0,155,5.0,0.0
355,1,37.0,3,2,1903.0,1512.0,319,8.0,0.0
356,0,34.0,3,2,1327.0,1450.0,71,3.0,0.0
357,0,41.0,2,2,1245.0,1450.0,83,5.0,0.0
358,0,30.0,3,0,1921.0,1451.0,191,4.0,0.0
359,1,51.0,3,2,1462.0,1464.0,0,3.0,0.0
360,1,79.0,1,2,1450.0,1486.0,184,6.0,0.0
361,1,83.0,3,2,1439.0,1418.0,184,5.0,0.0
362,1,14.0,3,0,1728.0,1500.0,206,6.0,0.0
363,1,21.0,3,2,1547.0,1563.0,73,4.0,0.0
364,1,38.0,3,2,1559.0,1423.0,36,2.0,0.0
365,1,34.0,3,0,1570.0,1611.0,77,7.0,0.0
366,1,39.0,3,2,1562.0,1582.0,74,6.0,0.0
367,1,43.0,3,2,1576.0,1386.0,239,3.0,0.0
368,1,41.0,1,2,1353.0,1595.0,81,3.0,0.0
369,1,49.0,3,2,1591.0,1326.0,239,3.0,0.0
370,1,38.0,2,0,1560.0,1580.0,73,4.0,0.0
371,1,70.0,2,0,1727.0,1574.0,72,4.0,0.0
372,1,48.0,3,0,1579.0,1841.0,307,4.0,0.0
373,1,57.0,3,2,1536.0,1962.0,41,3.0,0.0
374,1,62.0,1,0,1590.0,1515.0,72,4.0,0.0
375,1,29.0,3,2,1653.0,1522.0,61,2.0,0.0
376,1,52.0,1,0,1675.0,1505.0,72,6.0,0.0
377,1,26.0,1,0,1547.0,1491.0,72,6.0,0.0
378,1,59.0,3,0,1507.0,1399.0,36,2.0,0.0
379,1,2.0,0,1,1641.0,1502.0,72,2.0,0.0
380,1,56.0,3,0,1482.0,1484.0,72,4.0,0.0
381,1,40.0,3,0,1486.0,1909.0,36,2.0,0.0
382,1,31.0,1,2,1919.0,1488.0,11,2.0,0.0
383,1,60.0,3,0,1488.0,2192.0,41,2.0,0.0
384,1,45.0,3,2,1470.0,1684.0,239,3.0,0.0
385,1,63.0,0,1,1465.0,1659.0,62,3.0,0.0
386,1,17.0,3,2,1586.0,1473.0,241,5.0,0.0
387,1,34.0,3,2,1548.0,1488.0,74,6.0,0.0
388,1,36.0,1,0,1500.0,1501.0,41,2.0,0.0
389,1,46.0,0,1,1356.0,1491.0,72,2.0,0.0
390,1,34.0,3,0,1495.0,1771.0,41,2.0,0.0
391,1,38.0,3,2,1529.0,1639.0,152,3.0,0.0
392,1,107.0,3,2,1631.0,1537.0,192,6.0,0.0
393,1,42.0,3,0,1546.0,1621.0,121,6.0,0.0
394,1,35.0,3,2,1568.0,1636.0,152,5.0,0.0
395,1,122.0,1,0,1354.0,1631.0,152,5.0,0.0
396,1,71.0,1,2,1626.0,1384.0,120,7.0,0.0
397,1,42.0,3,0,1639.0,1813.0,77,6.0,0.0
398,1,2.0,2,0,1646.0,1795.0,239,2.0,0.0
399,1,11.0,3,2,1646.0,939.0,248,4.0,0.0
400,1,54.0,3,0,1657.0,1678.0,79,8.0,0.0
401,1,58.0,3,2,1667.0,1668.0,77,5.0,0.0
402,1,42.0,3,0,1683.0,1599.0,181,4.0,0.0
403,1,116.0,0,1,1596.0,1686.0,36,2.0,0.0
404,1,74.0,1,0,1769.0,1659.0,10,2.0,0.0
405,1,54.0,1,0,1668.0,1761.0,36,2.0,0.0
406,1,85.0,3,2,1752.0,1677.0,15,2.0,0.0
407,1,38.0,3,0,1688.0,1743.0,111,10.0,0.0
408,1,41.0,3,2,1582.0,1704.0,152,3.0,0.0
409,1,121.0,1,2,1693.0,1666.0,120,7.0,0.0
410,1,30.0,3,0,1676.0,1680.0,152,3.0,0.0
411,1,64.0,3,0,1142.0,1679.0,239,3.0,0.0
412,1,15.0,1,2,1678.0,1148.0,172,10.0,0.0
413,1,40.0,3,0,1154.0,1676.0,0,1.0,0.0
414,1,128.0,0,1,1686.0,1098.0,71,2.0,0.0
415,1,48.0,3,0,1102.0,1685.0,0,1.0,0.0
416,1,51.0,1,2,1684.0,1107.0,153,4.0,0.0
417,1,71.0,3,0,1493.0,1678.0,152,2.0,0.0
418,1,60.0,3,2,1525.0,1693.0,241,3.0,0.0
419,1,58.0,1,0,1709.0,1681.0,36,2.0,0.0
420,1,40.0,3,2,1688.0,1704.0,10,2.0,0.0
421,1,29.0,2,2,1699.0,1497.0,11,2.0,0.0
422,1,98.0,3,0,1703.0,1943.0,15,2.0,0.0
423,1,71.0,3,0,1694.0,1692.0,162,6.0,0.0
424,1,135.0,0,1,1696.0,1564.0,10,2.0,0.0
425,1,34.0,1,0,1572.0,1688.0,153,5.0,0.0
426,1,60.0,1,0,1392.0,1684.0,159,6.0,0.0
427,1,47.0,3,0,1707.0,1696.0,31,3.0,0.0
428,1,23.0,3,2,1684.0,1720.0,247,7.0,0.0
429,1,78.0,1,0,1733.0,1672.0,28,2.0,0.0
430,1,35.0,1,2,1721.0,1736.0,343,6.0,0.0
431,1,53.0,3,2,1724.0,1733.0,8,4.0,0.0
432,1,120.0,1,0,1746.0,1712.0,11,2.0,0.0
433,1,41.0,1,2,1741.0,1496.0,13,2.0,0.0
434,1,63.0,3,2,1430.0,1302.0,242,5.0,0.0
